NASA Outgassing Database
source: http://outgassing.nasa.gov
data last updated: 03/29/2013

sample_id	data_ref	mfgr_code	tml	vcm	wvr	time1	temp1	atm1	time2	temp2	atm2	time3	temp3	atm3	time4	temp4	atm4	appl_code
ABLEFILM 550-K CLOTH SUPPORT/EPOXY FILM ADH - WHITE	GSFC8798	AAC	0.31	0.04	0.15	2H	125	AIR										FILM ADHESIVE
ABLEFILM 555 CLOTH SUPPORT/EPOXY FILM ADH BLUE	GSC13436	AAC	0.45	0.06	0.20	2H	125	AIR										FILM ADHESIVE
ABLEFILM 561 CLOTH SUPPORT/EPOXY FILM, THERMAL COND (WHITE)/F	GSC28249	EMC	0.55	0.21	0.15	2H	121	AIR										FILM ADHESIVE
ABLEFILM 561C CLOTH SUPPORT EPOXY FILM ADH BROWN	GSC19775	AAC	0.41	0.12	0.06	1H	150	AIR										FILM ADHESIVE
ABLEFILM 561C CLOTH SUPPORT EPOXY FILM ADH BROWN	GSC19823	AAC	0.26	0.07	0.06	2H	150	AIR										FILM ADHESIVE
ABLEFILM 561K CLOTH SUPPORT/EPOXY FILM ADHESIVE TAN	GSC22732	AAC	0.84	0.24	0.13	2H	121	AIR										FILM ADHESIVE
ABLEFILM 561K CLOTH SUPPORT/EPOXY FILM ADHESIVE TAN	GSC22780	AAC	0.44	0.13	0.10	2H	121	AIR	15H	121	AIR							FILM ADHESIVE
ABLEFILM 561K CLOTH SUPPORT/EPOXY FILM ADHESIVE, WHITE	GSC28426	AAC	0.44	0.16	0.13	2H	150	AIR										FILM ADHESIVE
ABLEFILM 561K CLOTH SUPPORT/EPOXY FILM ADHESIVE, WHITE	GSC28450	AAC	0.38	0.11	0.12	4H	150	AIR										FILM ADHESIVE
ABLEFILM 561K CLOTH SUPPORT/EPOXY FILM-THERM COND	GSC12910	AAC	0.42	0.13	0.09	2H	125	AIR										FILM ADHESIVE
ABLEFILM 561K/F	GSC29047	ECC	0.67	0.12	0.23	2H	125	AIR										ADHESIVE
ABLEFILM 561KT CLOTH SUPPORT/EPOXY FILM THERM COND	GSC23559	AAC	0.30	0.03	0.13	2H	150	AIR										FILM ADHESIVE
ABLEFILM 561KT CLOTH SUPPORT/EPOXY FILM THERM COND	GSC23562	AAC	0.31	0.04	0.15	2H	125	AIR										FILM ADHESIVE
ABLEFILM 564A GLASS SUPPORT EPOXY FILM	GSC15840	AAC	0.61	0.01	0.40	2H	150	AIR										FILM ADHESIVE
ABLEFILM 566K CLOTH SUPPORT/EPOXY FILM ADH WHITE	GSC22735	AAC	1.06	0.19	0.14	2H	121	AIR										FILM ADHESIVE
ABLEFILM 566K CLOTH SUPPORT/EPOXY FILM ADH WHITE	GSC22783	AAC	0.38	0.10	0.14	2H	121	AIR	15H	121	AIR							FILM ADHESIVE
ABLEFILM 566K EPOXY FILM ADHESIVE ON KAPTON	GSC33073	AAC	0.88	0.13	0.49	6H	121C	AIR										FILM ADHESIVE
ABLEFILM 566K EPOXY FILM ADHESIVE ON KAPTON	GSC33115	ATK	1.11	0.14	0.54	2H	121	AIR										FILM ADHESIVE
ABLEFILM 566K EPOXY FILM ADHESIVE ON KAPTON	GSC33118	ATK	1.07	0.12	0.39	6H	121	AIR										FILM ADHESIVE
ABLEFILM 568K CLOTH SUPPORT WHITE EPOXY	GSC19969	AAC	0.66	0.07	0.24	2H	95	PSI										FILM ADHESIVE
ABLEFILM ECF 518 CLOTH SUPPORT/EPOXY FILM ADH GRAY	GSFC9272	AAC	0.88	0.01	0.16	3H	74	AIR										FILM ADHESIVE
ABLEFILM ECF 535 CLOTH SUPPORT SILVER FILLED EPOXY	GSFC7763	AAC	0.42	0.16	0.11	2H	125	AIR										FILM ADHESIVE
ABLEFILM ECF 550 GLASS SUPPORT SILVER FILLED EPOXY	GSC19965	AAC	0.49	0.10	0.18	30M	150	PSI										FILM ADHESIVE
ABLEFILM ECF 550-1 GLASS SUPPORT SILVER FILLED EPOXY	GSC12490	AAC	0.37	0.10	0.13	3H	125	AIR										FILM ADHESIVE
ABLEFILM ECF 550X-1 GLASS SUPPORT SILVER FILL EPOXY	GSC16412	AAC	0.25	0.02	0.14	2H	125	AIR										FILM ADHESIVE
ABLEFILM ECF 561E RUBBER MODIFIED AG FILLED EPOXY	GSC21525	AAC	0.38	0.07	0.07	2H	120	AIR										COND ADH FILM
ABLEFILM ECF 563 FLEXIBLE SILVER FILLED EPOXY	GSC19333	AAC	0.19	0.02	0.07	30M	150	AIR										FILM ADHESIVE
ABLEFILM ECF 563 GLASS SUPPORT SILVER FILLED EPOXY	GSC16414	AAC	0.31	0.10	0.05	2H	125	AIR										FILM ADHESIVE
ABLEFILM ECF 564A GLASS SUPPORT SILVER FILLED EPOXY	GSC15837	AAC	0.22	0.01	0.13	2H	150	AIR										FILM ADHESIVE
ABLEFILM ECF 568 CLOTH SUPPORT SILVER FILLED EPOXY	GSC19967	AAC	0.44	0.02	0.21	2H	95	PSI										FILM ADHESIVE
ABLESTICK 84-3 EPOXY BLUE	GSC23266	AAC	0.42	0.02	0.17	2H	125	AIR										ADHESIVE
ABLESTIK 240-2 POLYURETHANE	GSFC1948	AAC	0.44	0.07														ADHESIVE
ABLESTIK 257-1 A/B AS 100/179.2 BW POLYURETHANE	GSFC5106	AAC	0.42	0.04		6H	74	AIR										CONF COAT-ADH
ABLESTIK 41-1 ONE PART EPOXY	GSC17616	AAC	0.37	0.02	0.13	1H	130	AIR										ADHESIVE
ABLESTIK 539IA ADHESIVE ON KAPTON SHEET	GSC23272	AAC	1.13	0.01	1.04	2H	125	AIR										ADHESIVE
ABLESTIK 681-12 MOD EPOXY FILM ADH - BLUE/GREEN	GSFC6832	AAC	0.84	0.32	0.24	1H	100	AIR	1H	175	AIR							FILM ADHESIVE
ABLESTIK 681-12VD EPOXY FILM ADHESIVE GREEN	GSFC6896	AAC	0.98	0.04	0.23	10M	100	AIR	16H	25	AIR	1H	175	AIR				FILM ADHESIVE
ABLESTIK 724-14C SINGLE COMPONENT POLYURETHANE	GSFC6872	AAC	1.11	0.12	0.48													ADHESIVE
ABLESTIK 761-6 A/B/V9 AG AS 100/5/223 BW	GSFC7598	AAC	0.36	0.00	0.23	1H	150	AIR										COND ADHESIVE
ABLESTIK 857-1 POLYURETHANE	GSFC7775	AAC	1.08	0.10	0.48	4H	71	AIR										POTTING
ABLESTIK 861-1/ECCOSPHERES SI AS 55/45 BW - WHITE	GSFC7694	AAC	0.78	0.00	0.41	2H	93	AIR										POT FOAM
ABLESTIK 861-2/ECCOSPHERES SI AS 55/45 BW - WHITE	GSFC7697	AAC	0.80	0.01	0.32	2H	93	AIR										POT FOAM
ABLETHERM 7-2 A/B AS 100GM/14 DROPS FILLED SILICONE	GSFC5605	AAC	0.96	0.36		8H	71	AIR										THERM COND ADH
ABLETHERM 7-2 A/B AS 100GM/7 DROPS FILLED SILICONE	GSFC5603	AAC	0.93	0.35		8H	71	AIR										THERM COND ADH
ABLETHERM 7-2 FILLED SILICONE	GSC13332	AAC	0.29	0.10	0.01	4H	74	AIR										POTTING
ABLETHERM 7-3 A/B AS 100GM/16 DROPS FILLED SILICONE	GSFC5609	AAC	1.03	0.31		8H	71	AIR										THERM COND ADH
ABLETHERM 7-3 A/B AS 100GM/8 DROPS FILLED SILICONE	GSFC5607	AAC	0.89	0.35		8H	71	AIR										THERM COND ADH
ABLETHERM 7-5 A/B AS 100GM/14 DROPS FILLED SILICONE	GSC13326	AAC	0.68	0.19	0.00	4H	74	AIR										POTTING
ABLETHERM 7-5 A/B AS 100GM/4 DROPS FILLED SILICONE	GSC13428	AAC	0.38	0.12	0.00	6H	67	AIR										RFI GASKET
ABLETHERM 7-5 A/B AS 100GM/7 DROPS FILLED SILICONE	GSC12220	AAC	0.51	0.28	0.01	24H	65	E-6										POTTING
ABLETHERM 7-5 A/B AS 100GM/7 DROPS FILLED SILICONE	GSFC7253	AAC	0.49	0.20	0.01	8H	74	AIR										THERM COND ADH
ABLETHERM 7-5 OXIDE FILLED SILICONE	GSC12829	AAC	0.31	0.14	0.00	8H	80	AIR										POTTING
ABLETHERM 8-2 A/B AS 10/1 BW EPOXY	GSC26017	AAC	0.63	0.01	0.09	1.5H	95	AIR										THERMAL ADHESIVE
ABLETHERM 8-2 A/B AS 10/1 BW EPOXY	GSC26020	AAC	0.58	0.01	0.09	25H	60	AIR										THERMAL ADHESIVE
ABLETHERM 8-2 A/B AS 10/1 BW EPOXY	GSC26023	AAC	0.71	0.01	0.10	6H	75	AIR										THERMAL ADHESIVE
ABLETHERM 8-2 A/B AS 10/1 BW EPOXY	GSFC5443	AAC	0.41	0.00		90M	93	AIR										THERM ADHESIVE
ABLETHERM 8-2/TRABOND 8-2 PREMIX FROZEN	GSC31672	EMC	0.21	0.00	0.09	16H	65	AIR										ADHESIVE
ABLETHERM 908-3 CERAMIC FILLED SOLITHANE 113/300/T12	GSC13329	AAC	0.16	0.01	0.01	4H	74	AIR										POTTING
ABS VACUUM MOLDED CASING	GSC11483	SHE	1.13	0.16	0.41	6M	204	E-2										MOLD CPND
ABSAFIL F1200/20 FOAM/20% GLASS FIBERS	GSFC4027	FBR	0.33	0.01														FOAM
AC 4368 SILICONE WET FILM MOLD RELEASE/F	GSC14860	HYS	2.78	1.33	0.03	7D	25	AIR										MOLD RELEASE
AC-1 A/B AS 10/1 BW CONDUCTIVE EPOXY SOLDER	GSFC4504	KCO	2.54	0.42		3.5H	60	AIR	16H	40	AIR							COND ADHESIVE
AC-240 CLASS A (POLYSULFIDE)	GSC30898	ATH	7.57	1.04	0.26													LRO GSE CAULKING
ACCUMASK 2300 GREEN SOLDER MASK	GSC18542	WRG	12.92	4.33	0.74													SOLDER MASK
ACCUMASK 2500 GREEN SOLDER MASK	GSC18544	WRG	2.00	0.39	0.72													SOLDER MASK
ACCUMASK CM 2001 UV CURED GREEN SOLDER MASK	GSC23466	WRG	3.88	0.09	0.40	45M	80	AIR	60M	150	AIR							SOLDER MASK
ACCUMASK CM 2001 UV CURED GREEN SOLDER MASK	GSC23469	WRG	3.25	0.07	0.50	45M	80	AIR	6OM	150	AIR							SOLDER MASK
ACCUMASK CM 2001 UV CURED GREEN SOLDER MASK	GSC23472	WRG	3.27	0.09	0.36	45M	80	AIR	60M	150	AIR							SOLDER MASK
ACD FIBER RIBBON (PLASTIC SCINTILLATOR FIBERS W/URALANE 5450)	GSC28834	UAZ	0.55	0.01	0.11													SCINTILLATOR FIBERS
ACD FIBER RIBBON (SCINTILLATOR FIBERS/URALANE 5750	GSC28909	UAZ	0.69	0.01	0.08													FIBER SYSTEM
ACETAL/GLASS FILLED BLACK POLARIZATION KEYS	GSC17376	ABR	0.40	0.04	0.07													MOLD CPND
ACETATE BUTYRATE - CLEAR	GSFC0457	CRY	4.73	0.00														LENS
ACETRON ACETAL BLACK MOLD CPND/LUBRICANT FILLED	GSC16488	PPC	0.37	0.02	0.13													STRUCTURAL
ACG MTM45-1, TOUGHENED EPOXY FOR PREPREG PROCESSING	GSC31263	ACG	1.54	0.01	0.63	30M	82	AIR	240M	121	AIR	120M	179	AIR				EPOXY
ACLAR 22 ANTI STATIC FILM	GSC14824	ACM	0.12	0.01	0.02													ANTI STATIC FILM
ACLAR 22A CLEAR FILM POLYCHLOROTRIFLUOROETHYLENE	GSC12847	ACM	0.13	0.01	0.02													FILM
ACLAR 33 ANTI STATIC FILM	GSC14797	AFP	0.10	0.01	0.02													ANTI STATIC FILM
ACLAR 33C CLEAR FILM POLYCHLOROTRIFLUOROETHYLENE	GSC12850	ACM	0.11	0.01	0.02													FILM
ACLAR 33C FILM PCTFE TIN OXIDE COATED	GSC17106	AFP	0.12	0.01	0.03													ANTI STATIC FILM
ACLAR OCM ANTI STATIC FILM	GSC18116	AFP	0.11	0.00	0.03													ANTI STATIC FILM
ACMI #6050 CLIPAK MARKING INK	GSC28435	ACK	16.81	0.03	0.28	2H	46	AIR										INK
ACMI #6050 CLIPAK MARKING INK	GSC28441	ACK	9.02	0.02	0.31	30M	93	AIR										INK
ACMI #6050 CLIPAK MARKING INK	GSC28444	ACK	10.19	0.05	0.34	7D	25	AIR										INK
ACRYLAFIL G47/20 STYR/ACRYLONITRILE/FIB GLA AS 80/20	GSFC0969	FBR	0.23	0.00														MOLD CPND
ACRYLAGLAS S40/35 STYRENE-ACRYLONITRILE/FIBER GLASS	GSFC1041	FBR	0.22	0.03														MOLD CPND
ACRYLIC BASED UV CURED ENCAPSULANT	GSC28369	ZZZ	3.47	0.04	0.78													INDUCTOR POTTING
ACRYLIC SAFETY GLAZING - POLYMETHOLMETHACRYLATE	GSC28432	PTC	0.68	0.00	0.27													GLAZING
ACRYLIC SEALANT 780/12% SOLIDS	GSFC2549	APS	16.40	2.61		1H	70	AIR										COATING
ACRYLITE ACRYLIC SHEET	GSFC0915	ACC	0.51	0.05														STRUCTURAL
ACRYLOID AU608/DESMODUR L2219A/T-12 CLEAR COATING	GSC13201	ROH	12.70	0.03	0.30	14D	25	AIR										COATING
ACRYLOID B-82 CLEAR COATING/F	GSC15002	ROH	1.07	0.12	0.21	1H	25	AIR	2H	80	AIR	5H	25	E-3	3H	25	E-5	COATING
ACRYLOID B-82 CLEAR COATING/F	GSC15114	ROH	0.51	0.04	0.16	1H	25	AIR	8H	115	AIR							COATING
ACRYTHANE AVIATION PAINT, SERIES 584	GSC30964	SCN	3.38	0.08	0.54													PAINT
ACTION MARKER FINE LINE 33, PC-901 BLUE	GSC30199	ZZZ	12.66	3.14	0.01													MARKING PEN
ACTON EPOXY - CLEAR	GSFC6185	ACT	1.32	0.00	0.37													POTTING
ACUTAPE 624 (LEAD FOIL W/ACRYLIC ADHESIVE)	GSC29809	ACU	5.31	0.52	0.15													SHIELDING TAPE
ACUTAPE 624 (LEAD FOIL W/ACRYLIC ADHESIVE)	GSC29812	ACU	0.09	0.02	0.00													SHIELDING TAPE
AD1000 - FIBERGLASS REINFORCED, CERAMIC FILLED PTFE COMPOSITE	GSC29167	ARL4	0.01	0.00	0.00	1H	220											LAMINATE
AD-270 (S-902) WHITE POLYURETHANE	GSC17352	ASA	4.98	2.13	0.36													POTTING
AD300C WOVEN FIBERGLASS REINFORCED, CERAMIC FILLED, PTFE COMP	GSC32923	ARL	0.03	0.01	0.01													LAMINATE
AD300C: WOVEN FIBERGLASS REINFORCED CERAMIC FILLED PTFE	GSC32080	ARL	0.02	0.00	0.01	90M	350	AIR										LAMINATE
AD350A02011FIBERGLASS REINFORCED, CERAMIC FILLED PTFE	GSC29146	ARL4	0.02	0.00	0.02	1H	350											LAMINATE
AD450L03011 - FIBERGLASS REINFORCED, CERAMIC FILLED PTFE COMPOSITE	GSC29179	ARL4	0.01	0.00	0.01	1H	350											LAMINATE
AD600L02011 - FIBERGLASS REINFORCED, CERAMIC FILLED PTFE COMPOSITE	GSC29182	ARL4	0.02	0.00	0.01	1H	350											LAMINATE
ADAPT 60LS A/B AS 3/1 BW URETHANE	GSFC6602	KOK	9.52	5.45	0.48	8H	60	AIR										ADHESIVE
ADB4V SELF LUBRICATING SPHERICAL BEARING LINER (TEFLON/NYLON LAM)	GSC31678	NHB	1.66	0.00	1.24													BEARING LINER
ADC 70A A/B AS 100/12 BW BLACK EPOXY	GSC16340	ADR	0.49	0.01	0.21	2H	150	AIR	2H	185	AIR	24H	175	AIR	16H	200	E-3	COATING
ADHESIVE TRANSFER TAPE 502FL (ULTRA CLEAN 290 ADHESIVE) 502FL-5-C2772390-9-58120	GSC31060	MMM	0.73	0.00	0.25													TAPE
ADHESIVE TRANSFER TAPE 966 # 966-012-OPR#042	GSC31036	MMM	1.10	0.00	0.21													TAPE
ADHESIVE TRANSFER TAPE 966 # 966-012-OPR#042	GSC31057	MMM	1.08	0.01	0.20													TAPE
ADHESIVE TRANSFER TAPE 966 (OLD STOCK)	GSC31033	MMM	0.70	0.00	0.19													TAPE
ADIPRENE L 100, CASTABLE URETHANE PREPOLYMER	GSC30460	UNC	1.09	0.10	0.79	16H	100	AIR										POLYMER
ADIPRENE L100/300/TS720 FROZEN PRE-MIX	GSC19209	DUP	2.63	0.11	0.40	7D	25	AIR										POTTING
ADIPRENE L100/300/TS720 FROZEN PRE-MIX	GSC19211	DUP	2.66	0.10	0.41	7D	25	AIR	24H	58	AIR							POTTING
ADIPRENE L100/300/TS720 FROZEN PRE-MIX	GSC19213	DUP	2.34	0.10	0.47	7D	25	AIR	48H	58	AIR							POTTING
ADIPRENE L100/300/TS720 FROZEN PRE-MIX	GSC19215	DUP	2.47	0.10	0.45	7D	25	AIR	30H	75	AIR							POTTING
ADIPRENE L100/300/TS720 FROZEN PRE-MIX	GSC19261	DUP	2.23	0.09	0.44	7D	25	AIR	24H	60	E-2							POTTING
ADIPRENE L100/ETHACURE 300 AS 100/9.9 PBW W/CABOSIL	GSC18763	PFR	3.02	0.08	0.49	7D	25	AIR										STAKING CPND
ADIPRENE L100/MOCA AS 100/10 BW	GSFC1825	DUP	1.15	0.15		7D	25	AIR										CONF COAT
ADIPRENE L100/SOLITHANE C-300/CRBN BLK AS 100/40/1.4	GSFC7601	DUP	0.74	0.07	0.32	48H	50	AIR										POTTING
ADIPRENE L83/CAYTUR 21 AS 100/16 BW POLYURETHANE	GSFC8666	DUP	7.61	4.96	0.32	2H	120	AIR										MOLD CPND
ADIPRENE L83/CAYTUR 21 AS 100/16 BW POLYURETHANE	GSFC8678	DUP	0.34	0.03	0.00	2H	120	AIR	72H	100	E-6							MOLD CPND
ADOLET PEM-2 ELECTRICAL FEED THRU NEMA XX GRADE 550	GSFC3775	TCC	2.97	0.00														FEED THRU
ADX-372 OR EA-9309 FOAM ADHESIVE	GSFC3021	HYS	1.40	0.19		14D	25	AIR										FOAM ADHESIVE
AEROBOND 3030 EPOXY HONEYCOMB ADH - GRAY	GSFC5204	AEC	1.26	0.00		1H	177	E-1										ADH-FILM
AEROBOND AE 3041-10 EPOXY HONEYCOMB ADH	GSFC2639	AEC	1.72	0.73		1H	121	PSI										ADH-FILM
AERODAG G COLLOIDAL GRAPHITE/ISOPROPYL ALCOHOL	GSFC6464	ACH	1.78	0.11	0.01	24H	25	AIR										LUBRICANT
AERODAG G COLLOIDAL GRAPHITE/ISOPROPYL ALCOHOL	GSFC6521	ACH	2.05	0.04	0.56	24H	60	AIR										LUBRICANT
AERODAG M COLLOIDAL MOS2/ISOPROPYL ALCOHOL	GSFC6488	ACH	4.97	0.19	0.34	24H	25	AIR										LUBRICANT
AEROGLAZE 306 PAINT OVER CHEMLOK AP-131 PRIMER/F	GSC28825	ZZZ	1.80	0.03	0.96	24H	25	AIR	16H	65	AIR							PAINT
AEROGLAZE 9929 (LOT 01011001)+A 276 (PANEL G)	GSC27694	HCC	4.65	0.05	0.38													PAINT
AEROGLAZE 9929 (LOT 92861001)+A 276 (PANEL F)	GSC27691	HCC	4.31	0.05	0.39													PAINT
AEROGLAZE 9929 (LOT#01011001) (PANEL E)	GSC27679	LOR	2.68	0.04	0.31													PRIMER
AEROGLAZE 9929 (LOT#92861001) (PANEL D)	GSC27676	LOR	2.42	0.05	0.31													PRIMER
AEROGLAZE 9929 EPOXY PRIMER CONTROL/F	GSC25246	LOR	0.63	0.05	0.25	48H	100	E-2										PRIMER
AEROGLAZE 9929 EPOXY PRIMER LAB/F	GSC25243	LOR	0.61	0.06	0.26	48H	100	E-2										PRIMER
AEROGLAZE 9929 PRIMER	GSC33475	LOR	1.85	0.02	0.28													PRIMER
AEROGLAZE 9929 PRIMER - VACUUM BAKED	GSC33472	LOR	0.68	0.01	0.31	48H	100	E-2										PRIMER
AEROGLAZE 9929 PRIMER YELLOW/GOLD EPOXY/F	GSC21151	LOR	1.73	0.07	0.28	28D	25	AIR										PRIMER
AEROGLAZE Z202 WHITE TOPCOAT/9929 PRIMER CONTROL/F	GSC25249	LOR	0.58	0.04	0.42	48H	100	E-2										PAINT SYSTEM
AEROGLAZE Z202 WHITE TOPCOAT/9929 PRIMER LAB/F	GSC25252	LOR	0.67	0.04	0.49	48H	100	E-2										PAINT SYSTEM
AEROGLAZE Z306 BLACK TOPCOAT/9929 EPOXY PRIMER/F	GSC23718	LOR	2.05	0.10	0.53	7D	21	AIR										PAINT COMPOSITE
AEROGLAZE Z306 BLACK TOPCOAT/9929 EPOXY PRIMER/F	GSC23721	LOR	0.71	0.00	0.50	7D	21	AIR	2D	120	E-6							PAINT COMPOSITE
AEROGLAZE Z306 BLACK TOPCOAT/9929 EPOXY PRIMER/F	GSC23799	LOR	0.90	0.01	0.34	2D	60	E-6										PAINT COMPOSITE
AEROGLAZE Z306 BLACK TOPCOAT/9929 EPOXY PRIMER/F	GSC23802	LOR	1.16	0.04	0.80	48H	80	E-6										PAINT COMPOSITE
AEROGLAZE Z306 BLACK TOPCOAT/9929 EPOXY PRIMER/F	GSC24488	AAC	0.80	0.01	0.45	7D	21	AIR	84H	60	E-7							PAINT COMPOSITE
AEROGLAZE Z306 BLACK TOPCOAT/9929 EPOXY PRIMER/F	GSC24491	AAC	0.60	0.01	0.43	7D	21	AIR	48H	120	E-7							PAINT COMPOSITE
AEROGLAZE Z306 BLACK TOPCOAT/9958 THINNER AS 10/1 BV	GSC24375	LOR	1.11	0.01	0.86	15D	25	AIR	48H	100	AIR							PAINT SYSTEM
AEROGLAZE Z306 BLACK TOPCOAT/9958 THINNER AS 10/1 BV	GSC24948	LOR	0.99	0.02	0.71	15D	25	AIR	2D	100	E-6							PAINT SYSTEM
AEROGLAZE Z-306 BLACK TOPCOAT/AP-134 PRIMER/F	GSC25393	LOR	1.12	0.03	0.59	4H	25	AIR	5H	65	AIR							PAINT COMPOSITE
AEROGLAZE Z-306 BLACK TOPCOAT/AP-134 PRIMER/F	GSC25396	LOR	1.43	0.04	0.58	7D	25	AIR										PAINT COMPOSITE
AEROGLAZE Z306 BLACK URETHANE PAINT LOT 204410	GSC20605	LOR	1.95	0.03	0.68	14D	25	AIR										PAINT
AEROGLAZE Z306 OVER AEROGLAZE 9924 PRIMER 	GSC33016	LOR	2.42	0.01	1.10	7D	25	AIR										PAINT
AEROGLAZE Z306 PLUS CATALYST 9995 OVER AEROGLAZE 9924 PRIMER 	GSC33019	LOR	3.25	0.02	1.13	24H	25	AIR										PAINT
AEROGLAZE Z306/F	GSC21319	LOR	1.08	0.10	0.33	7D	25	RH	24H	80	E-6							PAINT
AEROGLAZE Z306/SPRAYLAT 8EP-611 PRIMER/F MULTI-CURE	GSC21321	AFP	2.50	0.09	0.24													PAINT SYSTEM
AEROGLAZE Z307 PLUS CATALYST 9995 OVER AEROGLAZE 9924 PRIMER 	GSC33025	LOR	2.78	0.02	0.99	24H	25	AIR										PAINT
AEROGLAZE Z307/PRIMER 9924 CONDUCTIVE BLACK PAINT	GSC20525	LOR	3.06	0.04	0.37	14D	25	AIR										PAINT COMPOSITE
AEROGLAZE Z307/PRIMER 9924 CONDUCTIVE BLACK PAINT/F	GSC27313	LOR	0.80	0.04	0.12													PAINT COMPOSITE
AEROGLAZE Z307/PRIMER 9924 CONDUCTIVE BLACK PAINT/F	GSC27316	LOR	1.09	0.03	0.15													PAINT COMPOSITE
AEROGLAZE Z3306 CONDUCTIVE BLACK URETHANE LOT KKAH	GSC20620	LOR	0.54	0.04	0.23	14D	25	AIR										PAINT
AF 1006 ACRYL BUTADIENE STYRENE	GSFC0930	LNP	0.20	0.01														MOLD CPND
AF 110 FILM ADH	GSFC0689	MMM	1.46	0.43		1H	177	AIR										FILM ADHESIVE
AF 3002 EPOXY FOAM	GSFC3676	ACC	0.94	0.12		16H	121	AIR										FOAM
AF 3002 WHITE EPOXY FOAM	GSC21641	MMM	1.17	0.36	0.37	1H	127	E-2										ADHESIVE
AF 3002 WHITE EPOXY FOAM	GSC21643	MMM	2.19	1.02	0.46	6H	99	E-2										ADHESIVE
AF 3109-2 SCOTCH-WELD STRUCTURAL ADHESIVE	GSC31081	GSFC	1.44	0.13	0.51	2H	121	AIR										ADHESIVE
AF 3109-2U FILM ADHESIVE CREAM	GSC12844	MMM	1.09	0.29	0.54	90M	121	AIR										FILM ADHESIVE
AF 3109-2U FILM ADHESIVE CREAM UNSUPPORTED	GSC13012	MMM	0.95	0.25	0.58	1H	127	E-3	1H	127	E-3	168H	74	E-3				FILM ADHESIVE
AF 3109-2U FILM ADHESIVE CREAM UNSUPPORTED	GSC13078	MMM	1.72	0.72	0.45	1H	127	AIR										FILM ADHESIVE
AF 3109M EPOXY FILM ADHESIVE	GSC12505	MMM	1.26	0.09	0.60	90M	107	AIR										FILM ADHESIVE
AF 3109U FILM ADHESIVE BLUE GREEN	GSC12841	MMM	1.71	0.11	0.50	90M	121	AIR										FILM ADHESIVE
AF 3109U FILM ADHESIVE BLUE GREEN UNSUPPORTED	GSC13009	MMM	1.54	0.28	0.59	1H	127	E-3	1H	127	E-3	168H	74	E-3				FILM ADHESIVE
AF 32 FILM ADHESIVE	GSC14668	MMM	1.97	0.46	0.51	1H	177	AIR										FILM ADHESIVE
AF 42 FILM ADHESIVE EPOXY UNSUPPORTED THERMOSETTING	GSFC5445	MMM	3.91	0.37		1H	177	AIR										FILM ADHESIVE
AF 46 STRUCTURAL FILM ADHESIVE	GSC13356	MMM	2.11	0.31	1.53	90M	166	AIR										FILM ADHESIVE
AF 55 SUPPORTED EPOXY ADHESIVE FILM MAROON	GSFC5789	MMM	0.81	0.17		1H	177	AIR										ADH FILM
AF-163-2 OST GREEN FILM ADHESIVE	GSC33274	MMM	1.16	0.09	0.44													ADHESIVE
AF-163-2U UNSUPPORTED FILM ADHESIVE ROSE COLOR	GSC22348	MMM	2.59	1.28	0.12	1H	121	PSI										ADHESIVE FILM
AF-163-2U UNSUPPORTED FILM ADHESIVE ROSE COLOR	GSC22351	MMM	3.17	1.43	0.09	3H	121	PSI										ADHESIVE FILM
AF-163-2U UNSUPPORTED FILM ADHESIVE ROSE COLOR	GSC22354	MMM	4.85	2.11	0.20	1H	135	AIR										ADHESIVE FILM
AF-163-2U UNSUPPORTED FILM ADHESIVE ROSE COLOR	GSC22357	MMM	4.42	1.67	0.15	1H	149	AIR										ADHESIVE FILM
AF3015/C125690-1 HARD FOAMED EPOXY	GSFC8940	MMM	0.88	0.01	0.70	2H	177	AIR										FOAMED ADH
AF-E-332-11 ETHYLENE PROPYLENE DERIVATIVE	GSFC4600	TRW	0.60	0.08														BLADDER
AF-E-411 ETHYLENE PROPYLENE WHITE VALVE SEAL	GSC22264	TRW	0.96	0.07	0.13													SEAL
AG-1/HARDENER 22 AS 16/1 BW SILVER FILLED EPOXY	GSFC8723	TPI	0.37	0.00	0.10	3H	99	AIR										COND ADHESIVE
AIR TEX TIE CORD MIL T43435	GSFC1053	EON	7.31	2.60														CABLE TIE
AIRBORN CONNECTOR WGE92PR7GY BLACK GLASS FILL/NYLON	GSC11324	ABI	0.71	0.09	0.25													CONNECTOR
AIRWEAVE N-10 FABRIC	GSC33421	AMG	0.40	0.04	0.14													THERMAL INSULATION CLOTH
AIRWEAVE S FABRIC	GSC33418	AMG	0.30	0.02	0.16													THERMAL INSULATION CLOTH
AKZO-NOBEL CASCO 2806 STRONG EPOXY RAPID	GSC33376	AKZ	3.24	0.02	0.31	16H	25	AIR										EPOXY
AL HONEYCOMB PANEL WITH PROPRIETARY ADHESIVE	GSC30640	AYR	2.90	0.10	1.15													ADHESIVE
AL-428 TWO PART EPOXY RESIN	GSC33082	ALF	0.98	0.01	0.29													ADHESIVE
ALL SPEC 50/50 SERIES M	GSC29728	ASW	0.23	0.04	0.05													PACKAGING
ALLACAST 1776 POTTING CPND FOR OPTICAL COMPONENTS	GSFC8516	BAC	0.25	0.01	0.12	24H	25	AIR										POTTING
ALLECTRA 330 GLUE-1	GSC31930	ALT	0.66	0.00	0.52	1H	80	AIR	3H	120	AIR							ADHESIVE
